id	resistance	AMI	PAS	EMB	FLQ	INH	SM	RIF	ETH	PZA
Rv1982A	no	no	no	no	no	no	no	no	no	no
Rv0623	no	no	no	no	no	no	no	no	no	no
Rv1740	no	no	no	no	no	no	no	no	no	no
Rv1113	no	no	no	no	no	no	no	no	no	no
Rv0616A	no	no	no	no	no	no	no	no	no	no
Rv0608	no	no	no	no	no	no	no	no	no	no
Rv0239	no	no	no	no	no	no	no	no	no	no
Rv2758c	no	no	no	no	no	no	no	no	no	no
Rv2550c	no	no	no	no	no	no	no	no	no	no
Rv2545	no	no	no	no	no	no	no	no	no	no
Rv2526	no	no	no	no	no	no	no	no	no	no
Rv1839c	no	no	no	no	no	no	no	no	no	no
Rv1721c	no	no	no	no	no	no	no	no	no	no
Rv0959A	no	no	no	no	no	no	no	no	no	no
Rv0657c	no	no	no	no	no	no	no	no	no	no
Rv0550c	no	no	no	no	no	no	no	no	no	no
Rv1694	yes	yes	no	no	no	no	no	no	no	no
Rv3912	no	no	no	no	no	no	no	no	no	no
Rv0736	no	no	no	no	no	no	no	no	no	no
Rv3221A	no	no	no	no	no	no	no	no	no	no
Rv3413c	no	no	no	no	no	no	no	no	no	no
Rv2179c	no	no	no	no	no	no	no	no	no	no
Rv2142A	no	no	no	no	no	no	no	no	no	no
Rv1362c	no	no	no	no	no	no	no	no	no	no
Rv1973	no	no	no	no	no	no	no	no	no	no
Rv0693	no	no	no	no	no	no	no	no	no	no
Rv3729	no	no	no	no	no	no	no	no	no	no
Rv0691A	no	no	no	no	no	no	no	no	no	no
Rv1698	no	no	no	no	no	no	no	no	no	no
Rv2063	no	no	no	no	no	no	no	no	no	no
Rv1991A	no	no	no	no	no	no	no	no	no	no
Rv1943c	no	no	no	no	no	no	no	no	no	no
Rv1494	no	no	no	no	no	no	no	no	no	no
Rv2776c	no	no	no	no	no	no	no	no	no	no
Rv3230c	no	no	no	no	no	no	no	no	no	no
Rv3554	no	no	no	no	no	no	no	no	no	no
Rv0343	yes	no	no	yes	no	yes	no	no	no	no
Rv0341	yes	no	no	yes	no	yes	no	no	no	no
Rv0342	yes	no	no	yes	no	yes	no	no	no	no
Rv3094c	no	no	no	no	no	no	no	no	no	no
Rv2626c	no	no	no	no	no	no	no	no	no	no
Rv1955	no	no	no	no	no	no	no	no	no	no
Rv1956	no	no	no	no	no	no	no	no	no	no
Rv0019c	no	no	no	no	no	no	no	no	no	no
Rv1827	no	no	no	no	no	no	no	no	no	no
Rv2687c	no	no	no	no	no	no	no	no	no	no
Rv2686c	no	no	no	no	no	no	no	no	no	no
Rv3849	no	no	no	no	no	no	no	no	no	no
Rv3880c	no	no	no	no	no	no	no	no	no	no
Rv3878	no	no	no	no	no	no	no	no	no	no
Rv0530	no	no	no	no	no	no	no	no	no	no
Rv2787	no	no	no	no	no	no	no	no	no	no
Rv3860	no	no	no	no	no	no	no	no	no	no
Rv3876	no	no	no	no	no	no	no	no	no	no
Rv3888c	no	no	no	no	no	no	no	no	no	no
Rv3889c	no	no	no	no	no	no	no	no	no	no
Rv3865	no	no	no	no	no	no	no	no	no	no
Rv3864	no	no	no	no	no	no	no	no	no	no
Rv3885c	no	no	no	no	no	no	no	no	no	no
Rv0008c	no	no	no	no	no	no	no	no	no	no
Rv2819c	no	no	no	no	no	no	no	no	no	no
Rv2820c	no	no	no	no	no	no	no	no	no	no
Rv2821c	no	no	no	no	no	no	no	no	no	no
Rv2822c	no	no	no	no	no	no	no	no	no	no
Rv3583c	no	no	no	no	no	no	no	no	no	no
Rv0901	no	no	no	no	no	no	no	no	no	no
Rv0900	no	no	no	no	no	no	no	no	no	no
Rv3153	no	no	no	no	no	no	no	no	no	no
Rv0082	no	no	no	no	no	no	no	no	no	no
Rv3146	no	no	no	no	no	no	no	no	no	no
Rv3147	no	no	no	no	no	no	no	no	no	no
Rv0087	no	no	no	no	no	no	no	no	no	no
Rv3148	no	no	no	no	no	no	no	no	no	no
Rv2913c	no	no	no	no	no	no	no	no	no	no
Rv1177	no	no	no	no	no	no	no	no	no	no
Rv3858c	no	no	no	no	no	no	no	no	no	no
Rv2287	no	no	no	no	no	no	no	no	no	no
Rv3566c	yes	no	no	no	no	yes	no	no	no	no
Rv1812c	no	no	no	no	no	no	no	no	no	no
Rv1854c	yes	no	no	no	no	yes	no	no	no	no
Rv2438c	no	no	no	no	no	no	no	no	no	no
Rv0248c	no	no	no	no	no	no	no	no	no	no
Rv1552	no	no	no	no	no	no	no	no	no	no
Rv3318	no	no	no	no	no	no	no	no	no	no
Rv3910	no	no	no	no	no	no	no	no	no	no
Rv1489A	no	no	no	no	no	no	no	no	no	no
Rv0137c	no	no	no	no	no	no	no	no	no	no
Rv0323c	no	no	no	no	no	no	no	no	no	no
Rv0985c	no	no	no	no	no	no	no	no	no	no
Rv1229c	no	no	no	no	no	no	no	no	no	no
Rv2166c	no	no	no	no	no	no	no	no	no	no
Rv2165c	no	no	no	no	no	no	no	no	no	no
Rv2852c	no	no	no	no	no	no	no	no	no	no
Rv1688	no	no	no	no	no	no	no	no	no	no
Rv0994	no	no	no	no	no	no	no	no	no	no
Rv0866	no	no	no	no	no	no	no	no	no	no
Rv3323c	no	no	no	no	no	no	no	no	no	no
Rv0864	no	no	no	no	no	no	no	no	no	no
Rv3111	no	no	no	no	no	no	no	no	no	no
Rv3324c	no	no	no	no	no	no	no	no	no	no
Rv3024c	no	no	no	no	no	no	no	no	no	no
Rv0403c	no	no	no	no	no	no	no	no	no	no
Rv0451c	no	no	no	no	no	no	no	no	no	no
Rv0506	no	no	no	no	no	no	no	no	no	no
Rv0677c	no	no	no	no	no	no	no	no	no	no
Rv2198c	no	no	no	no	no	no	no	no	no	no
Rv3209	no	no	no	no	no	no	no	no	no	no
Rv0202c	no	no	no	no	no	no	no	no	no	no
Rv0206c	no	no	no	no	no	no	no	no	no	no
Rv0402c	no	no	no	no	no	no	no	no	no	no
Rv0450c	no	no	no	no	no	no	no	no	no	no
Rv0507	no	no	no	no	no	no	no	no	no	no
Rv0676c	no	no	no	no	no	no	no	no	no	no
Rv1146	no	no	no	no	no	no	no	no	no	no
Rv1183	no	no	no	no	no	no	no	no	no	no
Rv1522c	no	no	no	no	no	no	no	no	no	no
Rv1557	no	no	no	no	no	no	no	no	no	no
Rv2339	no	no	no	no	no	no	no	no	no	no
Rv2942	no	no	no	no	no	no	no	no	no	no
Rv3823c	no	no	no	no	no	no	no	no	no	no
Rv1145	no	no	no	no	no	no	no	no	no	no
Rv1317c	no	no	no	no	no	no	no	no	no	no
Rv2994	no	no	no	no	no	no	no	no	no	no
Rv2456c	no	no	no	no	no	no	no	no	no	no
Rv0849	no	no	no	no	no	no	no	no	no	no
Rv0191	no	no	no	no	no	no	no	no	no	no
Rv1258c	no	no	no	no	no	no	no	no	no	no
Rv0037c	no	no	no	no	no	no	no	no	no	no
Rv0267	no	no	no	no	no	no	no	no	no	no
Rv1737c	no	no	no	no	no	no	no	no	no	no
Rv3030	no	no	no	no	no	no	no	no	no	no
Rv3037c	no	no	no	no	no	no	no	no	no	no
Rv2003c	no	no	no	no	no	no	no	no	no	no
Rv0187	no	no	no	no	no	no	no	no	no	no
Rv1220c	no	no	no	no	no	no	no	no	no	no
Rv0224c	no	no	no	no	no	no	no	no	no	no
Rv3342	no	no	no	no	no	no	no	no	no	no
Rv0089	no	no	no	no	no	no	no	no	no	no
Rv2733c	no	no	no	no	no	no	no	no	no	no
Rv0186A	no	no	no	no	no	no	no	no	no	no
Rv1240	no	no	no	no	no	no	no	no	no	no
Rv0734	no	no	no	no	no	no	no	no	no	no
Rv2861c	no	no	no	no	no	no	no	no	no	no
Rv2332	no	no	no	no	no	no	no	no	no	no
Rv3282	no	no	no	no	no	no	no	no	no	no
Rv1899c	no	no	no	no	no	no	no	no	no	no
Rv0488	no	no	no	no	no	no	no	no	no	no
Rv1986	no	no	no	no	no	no	no	no	no	no
Rv3244c	no	no	no	no	no	no	no	no	no	no
Rv0962c	no	no	no	no	no	no	no	no	no	no
Rv1541c	no	no	no	no	no	no	no	no	no	no
Rv1418	no	no	no	no	no	no	no	no	no	no
Rv1270c	no	no	no	no	no	no	no	no	no	no
Rv1368	no	no	no	no	no	no	no	no	no	no
Rv1411c	no	no	no	no	no	no	no	no	no	no
Rv2945c	no	no	no	no	no	no	no	no	no	no
Rv1252c	no	no	no	no	no	no	no	no	no	no
Rv3483c	no	no	no	no	no	no	no	no	no	no
Rv1343c	no	no	no	no	no	no	no	no	no	no
Rv1274	no	no	no	no	no	no	no	no	no	no
Rv1064c	no	no	no	no	no	no	no	no	no	no
Rv3763	no	no	no	no	no	no	no	no	no	no
Rv3584	no	no	no	no	no	no	no	no	no	no
Rv2905	no	no	no	no	no	no	no	no	no	no
Rv2330c	no	no	no	no	no	no	no	no	no	no
Rv2290	no	no	no	no	no	no	no	no	no	no
Rv2270	no	no	no	no	no	no	no	no	no	no
Rv2116	no	no	no	no	no	no	no	no	no	no
Rv2080	no	no	no	no	no	no	no	no	no	no
Rv2543	no	no	no	no	no	no	no	no	no	no
Rv2544	no	no	no	no	no	no	no	no	no	no
Rv0220	no	no	no	no	no	no	no	no	no	no
Rv1426c	no	no	no	no	no	no	no	no	no	no
Rv2284	no	no	no	no	no	no	no	no	no	no
Rv1592c	yes	no	no	no	no	yes	no	no	no	no
Rv1614	no	no	no	no	no	no	no	no	no	no
Rv0684	no	no	no	no	no	no	no	no	no	no
Rv0685	no	no	no	no	no	no	no	no	no	no
Rv1165	no	no	no	no	no	no	no	no	no	no
Rv2404c	no	no	no	no	no	no	no	no	no	no
Rv1539	no	no	no	no	no	no	no	no	no	no
Rv2903c	no	no	no	no	no	no	no	no	no	no
Rv2068c	no	no	no	no	no	no	no	no	no	no
Rv2149c	no	no	no	no	no	no	no	no	no	no
Rv2465c	no	no	no	no	no	no	no	no	no	no
Rv0937c	no	no	no	no	no	no	no	no	no	no
Rv1017c	no	no	no	no	no	no	no	no	no	no
Rv1617	no	no	no	no	no	no	no	no	no	no
Rv1031	no	no	no	no	no	no	no	no	no	no
Rv1029	no	no	no	no	no	no	no	no	no	no
Rv0733	no	no	no	no	no	no	no	no	no	no
Rv0989c	no	no	no	no	no	no	no	no	no	no
Rv2173	no	no	no	no	no	no	no	no	no	no
Rv3383c	no	no	no	no	no	no	no	no	no	no
Rv1313c	no	no	no	no	no	no	no	no	no	no
Rv3798	no	no	no	no	no	no	no	no	no	no
Rv3430c	no	no	no	no	no	no	no	no	no	no
Rv1843c	no	no	no	no	no	no	no	no	no	no
Rv3410c	no	no	no	no	no	no	no	no	no	no
Rv2131c	no	no	no	no	no	no	no	no	no	no
Rv1641	no	no	no	no	no	no	no	no	no	no
Rv2839c	no	no	no	no	no	no	no	no	no	no
Rv3462c	no	no	no	no	no	no	no	no	no	no
Rv1745c	no	no	no	no	no	no	no	no	no	no
Rv0559c	no	no	no	no	no	no	no	no	no	no
Rv0560c	no	no	no	no	no	no	no	no	no	no
Rv1377c	no	no	no	no	no	no	no	no	no	no
Rv2675c	no	no	no	no	no	no	no	no	no	no
Rv3699	no	no	no	no	no	no	no	no	no	no
Rv0970	no	no	no	no	no	no	no	no	no	no
Rv0968	no	no	no	no	no	no	no	no	no	no
Rv1993c	no	no	no	no	no	no	no	no	no	no
Rv3269	no	no	no	no	no	no	no	no	no	no
Rv0966c	no	no	no	no	no	no	no	no	no	no
Rv2862c	no	no	no	no	no	no	no	no	no	no
Rv0965c	no	no	no	no	no	no	no	no	no	no
Rv2798c	no	no	no	no	no	no	no	no	no	no
Rv0964c	no	no	no	no	no	no	no	no	no	no
Rv0963c	no	no	no	no	no	no	no	no	no	no
Rv2542	no	no	no	no	no	no	no	no	no	no
Rv2797c	no	no	no	no	no	no	no	no	no	no
Rv0961	no	no	no	no	no	no	no	no	no	no
Rv0959	no	no	no	no	no	no	no	no	no	no
Rv0955	no	no	no	no	no	no	no	no	no	no
Rv0940c	no	no	no	no	no	no	no	no	no	no
Rv0953c	no	no	no	no	no	no	no	no	no	no
Rv2161c	no	no	no	no	no	no	no	no	no	no
Rv3072c	no	no	no	no	no	no	no	no	no	no
Rv3079c	no	no	no	no	no	no	no	no	no	no
Rv0892	no	no	no	no	no	no	no	no	no	no
Rv0943c	no	no	no	no	no	no	no	no	no	no
Rv1393c	no	no	no	no	no	no	no	no	no	no
Rv3049c	no	no	no	no	no	no	no	no	no	no
Rv0942	no	no	no	no	no	no	no	no	no	no
Rv0906	no	no	no	no	no	no	no	no	no	no
Rv0898c	no	no	no	no	no	no	no	no	no	no
Rv0897c	no	no	no	no	no	no	no	no	no	no
Rv0386	no	no	no	no	no	no	no	no	no	no
Rv0890c	no	no	no	no	no	no	no	no	no	no
Rv0894	no	no	no	no	no	no	no	no	no	no
Rv1358	no	no	no	no	no	no	no	no	no	no
Rv2488c	no	no	no	no	no	no	no	no	no	no
Rv0888	no	no	no	no	no	no	no	no	no	no
Rv0887c	no	no	no	no	no	no	no	no	no	no
Rv0885	no	no	no	no	no	no	no	no	no	no
Rv0883c	no	no	no	no	no	no	no	no	no	no
Rv0882	no	no	no	no	no	no	no	no	no	no
Rv0879c	no	no	no	no	no	no	no	no	no	no
Rv0877	no	no	no	no	no	no	no	no	no	no
Rv0876c	no	no	no	no	no	no	no	no	no	no
Rv0875c	no	no	no	no	no	no	no	no	no	no
Rv0628c	no	no	no	no	no	no	no	no	no	no
Rv0874c	no	no	no	no	no	no	no	no	no	no
Rv0025	no	no	no	no	no	no	no	no	no	no
Rv0739	no	no	no	no	no	no	no	no	no	no
Rv0738	no	no	no	no	no	no	no	no	no	no
Rv0634A	no	no	no	no	no	no	no	no	no	no
Rv0508	no	no	no	no	no	no	no	no	no	no
Rv0502	no	no	no	no	no	no	no	no	no	no
Rv1428c	no	no	no	no	no	no	no	no	no	no
Rv1920	no	no	no	no	no	no	no	no	no	no
Rv3816c	no	no	no	no	no	no	no	no	no	no
Rv0501	no	no	no	no	no	no	no	no	no	no
Rv0500A	no	no	no	no	no	no	no	no	no	no
Rv0499	no	no	no	no	no	no	no	no	no	no
Rv0498	no	no	no	no	no	no	no	no	no	no
Rv0497	no	no	no	no	no	no	no	no	no	no
Rv0495c	no	no	no	no	no	no	no	no	no	no
Rv0493c	no	no	no	no	no	no	no	no	no	no
Rv0487	no	no	no	no	no	no	no	no	no	no
Rv0485	no	no	no	no	no	no	no	no	no	no
Rv0481c	no	no	no	no	no	no	no	no	no	no
Rv0479c	no	no	no	no	no	no	no	no	no	no
Rv0477	no	no	no	no	no	no	no	no	no	no
Rv0476	no	no	no	no	no	no	no	no	no	no
Rv0441c	no	no	no	no	no	no	no	no	no	no
Rv3835	no	no	no	no	no	no	no	no	no	no
Rv3788	no	no	no	no	no	no	no	no	no	no
Rv3786c	no	no	no	no	no	no	no	no	no	no
Rv3785	no	no	no	no	no	no	no	no	no	no
Rv3780	no	no	no	no	no	no	no	no	no	no
Rv3679	no	no	no	no	no	no	no	no	no	no
Rv3660c	no	no	no	no	no	no	no	no	no	no
Rv1510	no	no	no	no	no	no	no	no	no	no
Rv3630	no	no	no	no	no	no	no	no	no	no
Rv0095c	no	no	no	no	no	no	no	no	no	no
Rv1128c	no	no	no	no	no	no	no	no	no	no
Rv1148c	no	no	no	no	no	no	no	no	no	no
Rv1588c	no	no	no	no	no	no	no	no	no	no
Rv1702c	no	no	no	no	no	no	no	no	no	no
Rv1945	no	no	no	no	no	no	no	no	no	no
Rv3466	no	no	no	no	no	no	no	no	no	no
Rv3424c	no	no	no	no	no	no	no	no	no	no
Rv3421c	no	no	no	no	no	no	no	no	no	no
Rv3412	no	no	no	no	no	no	no	no	no	no
Rv3406	no	no	no	no	no	no	no	no	no	no
Rv3404c	no	no	no	no	no	no	no	no	no	no
Rv3403c	no	no	no	no	no	no	no	no	no	no
Rv3400	no	no	no	no	no	no	no	no	no	no
Rv3395c	no	no	no	no	no	no	no	no	no	no
Rv3292	no	no	no	no	no	no	no	no	no	no
Rv0313	no	no	no	no	no	no	no	no	no	no
Rv3126c	no	no	no	no	no	no	no	no	no	no
Rv3073c	no	no	no	no	no	no	no	no	no	no
Rv2929	no	no	no	no	no	no	no	no	no	no
Rv2927c	no	no	no	no	no	no	no	no	no	no
Rv2926c	no	no	no	no	no	no	no	no	no	no
Rv2923c	no	no	no	no	no	no	no	no	no	no
Rv2917	no	no	no	no	no	no	no	no	no	no
Rv0074	no	no	no	no	no	no	no	no	no	no
Rv2915c	no	no	no	no	no	no	no	no	no	no
Rv2910c	no	no	no	no	no	no	no	no	no	no
Rv2901c	no	no	no	no	no	no	no	no	no	no
Rv2896c	no	no	no	no	no	no	no	no	no	no
Rv2895c	no	no	no	no	no	no	no	no	no	no
Rv2891	no	no	no	no	no	no	no	no	no	no
Rv0605	no	no	no	no	no	no	no	no	no	no
Rv0921	no	no	no	no	no	no	no	no	no	no
Rv2792c	no	no	no	no	no	no	no	no	no	no
Rv2886c	no	no	no	no	no	no	no	no	no	no
Rv2979c	no	no	no	no	no	no	no	no	no	no
Rv3828c	no	no	no	no	no	no	no	no	no	no
Rv0922	no	no	no	no	no	no	no	no	no	no
Rv2791c	no	no	no	no	no	no	no	no	no	no
Rv2885c	no	no	no	no	no	no	no	no	no	no
Rv2978c	no	no	no	no	no	no	no	no	no	no
Rv3827c	no	no	no	no	no	no	no	no	no	no
Rv2876	no	no	no	no	no	no	no	no	no	no
Rv2716	no	no	no	no	no	no	no	no	no	no
Rv2676c	no	no	no	no	no	no	no	no	no	no
Rv2658c	no	no	no	no	no	no	no	no	no	no
Rv1583c	no	no	no	no	no	no	no	no	no	no
Rv2656c	no	no	no	no	no	no	no	no	no	no
Rv2645	no	no	no	no	no	no	no	no	no	no
Rv2644c	no	no	no	no	no	no	no	no	no	no
Rv2636	no	no	no	no	no	no	no	no	no	no
Rv2635	no	no	no	no	no	no	no	no	no	no
Rv2633c	no	no	no	no	no	no	no	no	no	no
Rv1738	no	no	no	no	no	no	no	no	no	no
Rv2632c	no	no	no	no	no	no	no	no	no	no
Rv2629	no	no	no	no	no	no	no	no	no	no
Rv2628	no	no	no	no	no	no	no	no	no	no
Rv0293c	no	no	no	no	no	no	no	no	no	no
Rv2627c	no	no	no	no	no	no	no	no	no	no
Rv2599	no	no	no	no	no	no	no	no	no	no
Rv2598	no	no	no	no	no	no	no	no	no	no
Rv2597	no	no	no	no	no	no	no	no	no	no
Rv2588c	no	no	no	no	no	no	no	no	no	no
Rv2585c	no	no	no	no	no	no	no	no	no	no
Rv2578c	no	no	no	no	no	no	no	no	no	no
Rv2577	no	no	no	no	no	no	no	no	no	no
Rv2576c	no	no	no	no	no	no	no	no	no	no
Rv2575	no	no	no	no	no	no	no	no	no	no
Rv2574	no	no	no	no	no	no	no	no	no	no
Rv2571c	no	no	no	no	no	no	no	no	no	no
Rv2570	no	no	no	no	no	no	no	no	no	no
Rv2409c	no	no	no	no	no	no	no	no	no	no
Rv2566	no	no	no	no	no	no	no	no	no	no
Rv2569c	no	no	no	no	no	no	no	no	no	no
Rv2568c	no	no	no	no	no	no	no	no	no	no
Rv2410c	no	no	no	no	no	no	no	no	no	no
Rv2411c	no	no	no	no	no	no	no	no	no	no
Rv2567	no	no	no	no	no	no	no	no	no	no
Rv2560	no	no	no	no	no	no	no	no	no	no
Rv2557	no	no	no	no	no	no	no	no	no	no
Rv2558	no	no	no	no	no	no	no	no	no	no
Rv2468c	no	no	no	no	no	no	no	no	no	no
Rv0236A	no	no	no	no	no	no	no	no	no	no
Rv2331	no	no	no	no	no	no	no	no	no	no
Rv2319c	no	no	no	no	no	no	no	no	no	no
Rv2313c	no	no	no	no	no	no	no	no	no	no
Rv2312	no	no	no	no	no	no	no	no	no	no
Rv2311	no	no	no	no	no	no	no	no	no	no
Rv2308	no	no	no	no	no	no	no	no	no	no
Rv2307c	no	no	no	no	no	no	no	no	no	no
Rv2305	no	no	no	no	no	no	no	no	no	no
Rv2304c	no	no	no	no	no	no	no	no	no	no
Rv0569	no	no	no	no	no	no	no	no	no	no
Rv2302	no	no	no	no	no	no	no	no	no	no
Rv2300c	no	no	no	no	no	no	no	no	no	no
Rv2297	no	no	no	no	no	no	no	no	no	no
Rv2293c	no	no	no	no	no	no	no	no	no	no
Rv2292c	no	no	no	no	no	no	no	no	no	no
Rv2288	no	no	no	no	no	no	no	no	no	no
Rv2283	no	no	no	no	no	no	no	no	no	no
Rv2277c	no	no	no	no	no	no	no	no	no	no
Rv2273	no	no	no	no	no	no	no	no	no	no
Rv2272	no	no	no	no	no	no	no	no	no	no
Rv2271	no	no	no	no	no	no	no	no	no	no
Rv2269c	no	no	no	no	no	no	no	no	no	no
Rv2267c	no	no	no	no	no	no	no	no	no	no
Rv3529c	no	no	no	no	no	no	no	no	no	no
Rv2265	no	no	no	no	no	no	no	no	no	no
Rv1073	no	no	no	no	no	no	no	no	no	no
Rv1482c	no	no	no	no	no	no	no	no	no	no
Rv2248	no	no	no	no	no	no	no	no	no	no
Rv3517	no	no	no	no	no	no	no	no	no	no
Rv3555c	no	no	no	no	no	no	no	no	no	no
Rv3714c	no	no	no	no	no	no	no	no	no	no
Rv2240c	no	no	no	no	no	no	no	no	no	no
Rv2239c	no	no	no	no	no	no	no	no	no	no
Rv0276	no	no	no	no	no	no	no	no	no	no
Rv2237	no	no	no	no	no	no	no	no	no	no
Rv2229c	no	no	no	no	no	no	no	no	no	no
Rv2227	no	no	no	no	no	no	no	no	no	no
Rv2226	no	no	no	no	no	no	no	no	no	no
Rv2219	no	no	no	no	no	no	no	no	no	no
Rv0246	no	no	no	no	no	no	no	no	no	no
Rv2209	no	no	no	no	no	no	no	no	no	no
Rv2206	no	no	no	no	no	no	no	no	no	no
Rv2203	no	no	no	no	no	no	no	no	no	no
Rv2197c	no	no	no	no	no	no	no	no	no	no
Rv2091c	no	no	no	no	no	no	no	no	no	no
Rv2085	no	no	no	no	no	no	no	no	no	no
Rv2084	no	no	no	no	no	no	no	no	no	no
Rv2083	no	no	no	no	no	no	no	no	no	no
Rv3897c	no	no	no	no	no	no	no	no	no	no
Rv2081c	no	no	no	no	no	no	no	no	no	no
Rv2079	no	no	no	no	no	no	no	no	no	no
Rv2078	no	no	no	no	no	no	no	no	no	no
Rv1950c	no	no	no	no	no	no	no	no	no	no
Rv2077c	no	no	no	no	no	no	no	no	no	no
Rv2076c	no	no	no	no	no	no	no	no	no	no
Rv2075c	no	no	no	no	no	no	no	no	no	no
Rv2074	no	no	no	no	no	no	no	no	no	no
Rv2067c	no	no	no	no	no	no	no	no	no	no
Rv2012	no	no	no	no	no	no	no	no	no	no
Rv2011c	no	no	no	no	no	no	no	no	no	no
Rv1560	no	no	no	no	no	no	no	no	no	no
Rv2009	no	no	no	no	no	no	no	no	no	no
Rv0597c	no	no	no	no	no	no	no	no	no	no
Rv2008c	no	no	no	no	no	no	no	no	no	no
Rv3179	no	no	no	no	no	no	no	no	no	no
Rv3294c	no	no	no	no	no	no	no	no	no	no
Rv2004c	no	no	no	no	no	no	no	no	no	no
Rv0466	no	no	no	no	no	no	no	no	no	no
Rv2001	no	no	no	no	no	no	no	no	no	no
Rv2000	no	no	no	no	no	no	no	no	no	no
Rv1998c	no	no	no	no	no	no	no	no	no	no
Rv1995	no	no	no	no	no	no	no	no	no	no
Rv1990c	no	no	no	no	no	no	no	no	no	no
Rv3188	no	no	no	no	no	no	no	no	no	no
Rv1989c	no	no	no	no	no	no	no	no	no	no
Rv1954c	no	no	no	no	no	no	no	no	no	no
Rv0094c	no	no	no	no	no	no	no	no	no	no
Rv1587c	no	no	no	no	no	no	no	no	no	no
Rv3467	no	no	no	no	no	no	no	no	no	no
Rv1836c	no	no	no	no	no	no	no	no	no	no
Rv1834	no	no	no	no	no	no	no	no	no	no
Rv3176c	no	no	no	no	no	no	no	no	no	no
Rv1831	no	no	no	no	no	no	no	no	no	no
Rv1829	no	no	no	no	no	no	no	no	no	no
Rv1824	no	no	no	no	no	no	no	no	no	no
Rv1815	no	no	no	no	no	no	no	no	no	no
Rv1269c	no	no	no	no	no	no	no	no	no	no
Rv1813c	no	no	no	no	no	no	no	no	no	no
Rv1735c	no	no	no	no	no	no	no	no	no	no
Rv1734c	no	no	no	no	no	no	no	no	no	no
Rv1733c	no	no	no	no	no	no	no	no	no	no
Rv1708	no	no	no	no	no	no	no	no	no	no
Rv3213c	no	no	no	no	no	no	no	no	no	no
Rv3918c	no	no	no	no	no	no	no	no	no	no
Rv1591	no	no	no	no	no	no	no	no	no	no
Rv1590	no	no	no	no	no	no	no	no	no	no
Rv1545	no	no	no	no	no	no	no	no	no	no
Rv1524	no	no	no	no	no	no	no	no	no	no
Rv1526c	no	no	no	no	no	no	no	no	no	no
Rv1525	no	no	no	no	no	no	no	no	no	no
Rv1516c	no	no	no	no	no	no	no	no	no	no
Rv1520	no	no	no	no	no	no	no	no	no	no
Rv1518	no	no	no	no	no	no	no	no	no	no
Rv1509	no	no	no	no	no	no	no	no	no	no
Rv1507c	no	no	no	no	no	no	no	no	no	no
Rv1502	no	no	no	no	no	no	no	no	no	no
Rv1498c	no	no	no	no	no	no	no	no	no	no
Rv1490	no	no	no	no	no	no	no	no	no	no
Rv1486c	no	no	no	no	no	no	no	no	no	no
Rv1480	no	no	no	no	no	no	no	no	no	no
Rv1424c	no	no	no	no	no	no	no	no	no	no
Rv1419	no	no	no	no	no	no	no	no	no	no
Rv1417	no	no	no	no	no	no	no	no	no	no
Rv1414	no	no	no	no	no	no	no	no	no	no
Rv1413	no	no	no	no	no	no	no	no	no	no
Rv1403c	no	no	no	no	no	no	no	no	no	no
Rv1398c	no	no	no	no	no	no	no	no	no	no
Rv1367c	no	no	no	no	no	no	no	no	no	no
Rv1730c	no	no	no	no	no	no	no	no	no	no
Rv1922	no	no	no	no	no	no	no	no	no	no
Rv1366	no	no	no	no	no	no	no	no	no	no
Rv1364c	no	no	no	no	no	no	no	no	no	no
Rv1363c	no	no	no	no	no	no	no	no	no	no
Rv1972	no	no	no	no	no	no	no	no	no	no
Rv2390c	no	no	no	no	no	no	no	no	no	no
Rv0178	no	no	no	no	no	no	no	no	no	no
Rv3192	no	no	no	no	no	no	no	no	no	no
Rv0891c	no	no	no	no	no	no	no	no	no	no
Rv1359	no	no	no	no	no	no	no	no	no	no
Rv1354c	no	no	no	no	no	no	no	no	no	no
Rv1357c	no	no	no	no	no	no	no	no	no	no
Rv1356c	no	no	no	no	no	no	no	no	no	no
Rv1355c	no	no	no	no	no	no	no	no	no	no
Rv1352	no	no	no	no	no	no	no	no	no	no
Rv1906c	no	no	no	no	no	no	no	no	no	no
Rv1351	no	no	no	no	no	no	no	no	no	no
Rv1342c	no	no	no	no	no	no	no	no	no	no
Rv1337	no	no	no	no	no	no	no	no	no	no
Rv1333	no	no	no	no	no	no	no	no	no	no
Rv1332	no	no	no	no	no	no	no	no	no	no
Rv1322	no	no	no	no	no	no	no	no	no	no
Rv1312	no	no	no	no	no	no	no	no	no	no
Rv1303	no	no	no	no	no	no	no	no	no	no
Rv1271c	no	no	no	no	no	no	no	no	no	no
Rv1291c	no	no	no	no	no	no	no	no	no	no
Rv1290c	no	no	no	no	no	no	no	no	no	no
Rv1289	no	no	no	no	no	no	no	no	no	no
Rv1288	no	no	no	no	no	no	no	no	no	no
Rv1278	no	no	no	no	no	no	no	no	no	no
Rv1268c	no	no	no	no	no	no	no	no	no	no
Rv1265	no	no	no	no	no	no	no	no	no	no
Rv0575c	no	no	no	no	no	no	no	no	no	no
Rv1260	no	no	no	no	no	no	no	no	no	no
Rv1109c	no	no	no	no	no	no	no	no	no	no
Rv0104	no	no	no	no	no	no	no	no	no	no
Rv0102	no	no	no	no	no	no	no	no	no	no
Rv0100	no	no	no	no	no	no	no	no	no	no
